quotation_id,quotation_date,print_category,quantity,standard_size,width,height,paper_type,gsm,colour_mode,sides,page_count,finishing_type,urgency,delivery_requirement,printing_cost,finishing_cost,delivery_cost,total_price,location,data_source,access_date,data_type
SYN-0675,,photocopy,10,A4,,,copy paper,80.0,black and white,double-sided,1.0,none,rush (same/next day),self-collection,185.63,0.0,0.0,218.3,Kurunegala,Synthetic rule-based generation calibrated to Sri Lankan public price references,2026-08-20,Synthetic prototype record
SYN-0676,,photo printing,50,4R,,,matte photo paper,230.0,full colour,single-sided,1.0,matte finish,standard,self-collection,3462.33,0.0,0.0,3496.96,Kandy,Synthetic rule-based generation calibrated to Sri Lankan public price references,2026-08-20,Synthetic prototype record
SYN-0677,,lamination,50,4R,,,laminating film,,,double-sided,1.0,lamination,standard,self-collection,0.0,969.79,0.0,979.49,Negombo,Synthetic rule-based generation calibrated to Sri Lankan public price references,2026-08-20,Synthetic prototype record
SYN-0678,,spiral binding,10,A4,,,copy paper,80.0,,,300.0,spiral binding,standard,island-wide courier,0.0,1828.18,650.0,2478.18,Gampaha,Synthetic rule-based generation calibrated to Sri Lankan public price references,2026-08-20,Synthetic prototype record
SYN-0679,,photocopy,1000,A4,,,copy paper,80.0,black and white,single-sided,1.0,none,standard,self-collection,5525.71,0.0,0.0,5746.73,Dehiwala,Synthetic rule-based generation calibrated to Sri Lankan public price references,2026-08-20,Synthetic prototype record
SYN-0680,,lamination,100,A3,,,laminating film,,,single-sided,1.0,lamination,rush (same/next day),self-collection,0.0,4190.82,0.0,4978.7,Galle,Synthetic rule-based generation calibrated to Sri Lankan public price references,2026-08-20,Synthetic prototype record
SYN-0681,,document printout,20,A4,,,colour paper,80.0,black and white,double-sided,2.0,none,urgent (1-2 days),self-collection,398.18,0.0,0.0,455.52,Dehiwala,Synthetic rule-based generation calibrated to Sri Lankan public price references,2026-08-20,Synthetic prototype record
SYN-0682,,photocopy,1,A4,,,copy paper,80.0,black and white,single-sided,1.0,none,standard,self-collection,11.93,0.0,0.0,11.81,Kalutara,Synthetic rule-based generation calibrated to Sri Lankan public price references,2026-08-20,Synthetic prototype record
SYN-0683,,lamination,25,A4,,,laminating film,,,double-sided,1.0,lamination,urgent (1-2 days),self-collection,0.0,776.11,0.0,862.26,Negombo,Synthetic rule-based generation calibrated to Sri Lankan public price references,2026-08-20,Synthetic prototype record
SYN-0684,,document printout,2,A4,,,copy paper,80.0,black and white,double-sided,50.0,none,urgent (1-2 days),delivery,1138.53,0.0,350.0,1614.91,Negombo,Synthetic rule-based generation calibrated to Sri Lankan public price references,2026-08-20,Synthetic prototype record
SYN-0685,,photocopy,20,A4,,,copy paper,80.0,black and white,single-sided,1.0,none,urgent (1-2 days),delivery,152.51,0.0,350.0,519.44,Negombo,Synthetic rule-based generation calibrated to Sri Lankan public price references,2026-08-20,Synthetic prototype record
SYN-0686,,lamination,1,A4,,,laminating film,,,double-sided,1.0,cold lamination,standard,delivery,0.0,27.64,350.0,377.92,Kandy,Synthetic rule-based generation calibrated to Sri Lankan public price references,2026-08-20,Synthetic prototype record
SYN-0687,,photocopy,20,A4,,,copy paper,80.0,black and white,double-sided,1.0,none,standard,island-wide courier,429.82,0.0,650.0,1088.41,Maharagama,Synthetic rule-based generation calibrated to Sri Lankan public price references,2026-08-20,Synthetic prototype record
SYN-0688,,photo printing,5,6R,,,gloss photo paper,230.0,full colour,single-sided,1.0,gloss finish,standard,self-collection,1216.22,0.0,0.0,1240.55,Maharagama,Synthetic rule-based generation calibrated to Sri Lankan public price references,2026-08-20,Synthetic prototype record
SYN-0689,,document printout,50,A4,,,copy paper,80.0,full colour,single-sided,10.0,none,rush (same/next day),delivery,20260.36,0.0,350.0,24662.43,Gampaha,Synthetic rule-based generation calibrated to Sri Lankan public price references,2026-08-20,Synthetic prototype record
SYN-0690,,lamination,100,A3,,,laminating film,,,double-sided,1.0,cold lamination,standard,delivery,0.0,6002.64,350.0,6352.64,Gampaha,Synthetic rule-based generation calibrated to Sri Lankan public price references,2026-08-20,Synthetic prototype record
SYN-0691,,photo printing,12,5R,,,matte photo paper,230.0,full colour,single-sided,1.0,matte finish,standard,self-collection,1592.69,0.0,0.0,1576.76,Galle,Synthetic rule-based generation calibrated to Sri Lankan public price references,2026-08-20,Synthetic prototype record
SYN-0692,,photocopy,250,A4,,,copy paper,80.0,black and white,single-sided,1.0,none,urgent (1-2 days),island-wide courier,1939.58,0.0,650.0,2783.53,Gampaha,Synthetic rule-based generation calibrated to Sri Lankan public price references,2026-08-20,Synthetic prototype record
SYN-0693,,document printout,20,A3,,,copy paper,80.0,full colour,single-sided,20.0,none,urgent (1-2 days),island-wide courier,30395.4,0.0,650.0,35422.34,Nugegoda,Synthetic rule-based generation calibrated to Sri Lankan public price references,2026-08-20,Synthetic prototype record
SYN-0694,,photocopy,5,A4,,,copy paper,80.0,black and white,double-sided,1.0,none,standard,self-collection,62.94,0.0,0.0,62.31,Kalutara,Synthetic rule-based generation calibrated to Sri Lankan public price references,2026-08-20,Synthetic prototype record
SYN-0695,,photocopy,50,A4,,,copy paper,80.0,black and white,single-sided,1.0,none,standard,self-collection,632.94,0.0,0.0,632.94,Gampaha,Synthetic rule-based generation calibrated to Sri Lankan public price references,2026-08-20,Synthetic prototype record
SYN-0696,,document printout,20,A4,,,copy paper,80.0,full colour,double-sided,20.0,none,urgent (1-2 days),island-wide courier,14278.12,0.0,650.0,16198.87,Galle,Synthetic rule-based generation calibrated to Sri Lankan public price references,2026-08-20,Synthetic prototype record
SYN-0697,,photocopy,20,A5,,,copy paper,80.0,black and white,double-sided,1.0,none,standard,delivery,154.98,0.0,350.0,511.18,Nugegoda,Synthetic rule-based generation calibrated to Sri Lankan public price references,2026-08-20,Synthetic prototype record
SYN-0698,,photo printing,50,5R,,,gloss photo paper,260.0,full colour,single-sided,1.0,gloss finish,standard,self-collection,5519.91,0.0,0.0,5630.31,Maharagama,Synthetic rule-based generation calibrated to Sri Lankan public price references,2026-08-20,Synthetic prototype record
SYN-0699,,photocopy,1000,A5,,,copy paper,80.0,black and white,single-sided,1.0,none,urgent (1-2 days),delivery,6402.11,0.0,350.0,7462.75,Negombo,Synthetic rule-based generation calibrated to Sri Lankan public price references,2026-08-20,Synthetic prototype record
SYN-0700,,photo printing,50,5R,,,gloss photo paper,230.0,full colour,single-sided,1.0,gloss finish,standard,delivery,5428.03,0.0,350.0,5778.03,Gampaha,Synthetic rule-based generation calibrated to Sri Lankan public price references,2026-08-20,Synthetic prototype record
SYN-0701,,photocopy,50,A4,,,copy paper,80.0,black and white,single-sided,1.0,none,standard,self-collection,435.27,0.0,0.0,452.68,Nugegoda,Synthetic rule-based generation calibrated to Sri Lankan public price references,2026-08-20,Synthetic prototype record
SYN-0702,,document printout,10,A4,,,copy paper,80.0,black and white,double-sided,20.0,none,urgent (1-2 days),self-collection,2309.89,0.0,0.0,2490.06,Kurunegala,Synthetic rule-based generation calibrated to Sri Lankan public price references,2026-08-20,Synthetic prototype record
SYN-0703,,document printout,2,A4,,,copy paper,80.0,black and white,single-sided,5.0,none,standard,self-collection,134.71,0.0,0.0,137.4,Maharagama,Synthetic rule-based generation calibrated to Sri Lankan public price references,2026-08-20,Synthetic prototype record
SYN-0704,,document printout,20,A4,,,copy paper,80.0,full colour,single-sided,1.0,none,standard,self-collection,726.28,0.0,0.0,726.28,Gampaha,Synthetic rule-based generation calibrated to Sri Lankan public price references,2026-08-20,Synthetic prototype record
SYN-0705,,document printout,20,A4,,,copy paper,80.0,black and white,single-sided,20.0,none,standard,delivery,4302.33,0.0,350.0,4824.42,Dehiwala,Synthetic rule-based generation calibrated to Sri Lankan public price references,2026-08-20,Synthetic prototype record
SYN-0706,,photo printing,10,5R,,,gloss photo paper,260.0,full colour,single-sided,1.0,gloss finish,urgent (1-2 days),self-collection,941.59,0.0,0.0,1077.18,Nugegoda,Synthetic rule-based generation calibrated to Sri Lankan public price references,2026-08-20,Synthetic prototype record
SYN-0707,,document printout,2,A3,,,copy paper,80.0,full colour,single-sided,5.0,none,standard,self-collection,692.86,0.0,0.0,692.86,Gampaha,Synthetic rule-based generation calibrated to Sri Lankan public price references,2026-08-20,Synthetic prototype record
SYN-0708,,document printout,5,A4,,,copy paper,80.0,black and white,double-sided,20.0,none,standard,self-collection,1206.07,0.0,0.0,1254.31,Dehiwala,Synthetic rule-based generation calibrated to Sri Lankan public price references,2026-08-20,Synthetic prototype record
SYN-0709,,photocopy,1,A4,,,copy paper,80.0,black and white,single-sided,1.0,none,standard,self-collection,12.75,0.0,0.0,12.75,Gampaha,Synthetic rule-based generation calibrated to Sri Lankan public price references,2026-08-20,Synthetic prototype record
SYN-0710,,photocopy,500,A4,,,copy paper,80.0,black and white,single-sided,1.0,none,standard,delivery,5308.91,0.0,350.0,5658.91,Gampaha,Synthetic rule-based generation calibrated to Sri Lankan public price references,2026-08-20,Synthetic prototype record
SYN-0711,,lamination,100,A4,,,laminating film,,,single-sided,1.0,cold lamination,standard,self-collection,0.0,2236.24,0.0,2258.6,Kandy,Synthetic rule-based generation calibrated to Sri Lankan public price references,2026-08-20,Synthetic prototype record
SYN-0712,,lamination,50,4R,,,laminating film,,,double-sided,1.0,lamination,standard,island-wide courier,0.0,1185.41,650.0,1859.12,Maharagama,Synthetic rule-based generation calibrated to Sri Lankan public price references,2026-08-20,Synthetic prototype record
SYN-0713,,document printout,20,A3,,,copy paper,80.0,black and white,single-sided,200.0,none,rush (same/next day),self-collection,79059.15,0.0,0.0,92973.56,Kurunegala,Synthetic rule-based generation calibrated to Sri Lankan public price references,2026-08-20,Synthetic prototype record
SYN-0714,,spiral binding,5,A4,,,copy paper,80.0,,,150.0,spiral binding,standard,self-collection,0.0,599.56,0.0,587.57,Kurunegala,Synthetic rule-based generation calibrated to Sri Lankan public price references,2026-08-20,Synthetic prototype record
SYN-0715,,spiral binding,3,A4,,,copy paper,80.0,,,150.0,spiral binding,rush (same/next day),self-collection,0.0,356.72,0.0,445.18,Nugegoda,Synthetic rule-based generation calibrated to Sri Lankan public price references,2026-08-20,Synthetic prototype record
SYN-0716,,spiral binding,3,A4,,,copy paper,80.0,,,250.0,spiral binding,standard,island-wide courier,0.0,499.32,650.0,1144.33,Kalutara,Synthetic rule-based generation calibrated to Sri Lankan public price references,2026-08-20,Synthetic prototype record
SYN-0717,,document printout,2,A5,,,copy paper,80.0,black and white,single-sided,100.0,none,urgent (1-2 days),delivery,1695.99,0.0,350.0,2290.22,Dehiwala,Synthetic rule-based generation calibrated to Sri Lankan public price references,2026-08-20,Synthetic prototype record
SYN-0718,,lamination,25,A4,,,laminating film,,,double-sided,1.0,lamination,standard,delivery,0.0,703.8,350.0,1053.8,Gampaha,Synthetic rule-based generation calibrated to Sri Lankan public price references,2026-08-20,Synthetic prototype record
SYN-0719,,lamination,250,A4,,,laminating film,,,single-sided,1.0,cold lamination,rush (same/next day),self-collection,0.0,5014.36,0.0,6077.41,Kandy,Synthetic rule-based generation calibrated to Sri Lankan public price references,2026-08-20,Synthetic prototype record
SYN-0720,,lamination,1,A4,,,laminating film,,,single-sided,1.0,lamination,standard,delivery,0.0,26.21,350.0,376.47,Negombo,Synthetic rule-based generation calibrated to Sri Lankan public price references,2026-08-20,Synthetic prototype record
SYN-0721,,document printout,1,A4,,,copy paper,80.0,full colour,single-sided,50.0,none,standard,self-collection,1664.65,0.0,0.0,1697.94,Maharagama,Synthetic rule-based generation calibrated to Sri Lankan public price references,2026-08-20,Synthetic prototype record
SYN-0722,,photocopy,250,A5,,,copy paper,80.0,black and white,double-sided,1.0,none,standard,island-wide courier,2200.79,0.0,650.0,2938.82,Nugegoda,Synthetic rule-based generation calibrated to Sri Lankan public price references,2026-08-20,Synthetic prototype record
SYN-0723,,document printout,1,A4,,,copy paper,80.0,full colour,single-sided,10.0,none,urgent (1-2 days),self-collection,398.67,0.0,0.0,464.85,Colombo,Synthetic rule-based generation calibrated to Sri Lankan public price references,2026-08-20,Synthetic prototype record
SYN-0724,,photocopy,50,A4,,,copy paper,80.0,full colour,double-sided,1.0,none,standard,self-collection,1808.66,0.0,0.0,1826.75,Negombo,Synthetic rule-based generation calibrated to Sri Lankan public price references,2026-08-20,Synthetic prototype record
SYN-0725,,lamination,100,A5,,,laminating film,,,single-sided,1.0,lamination,standard,delivery,0.0,1675.65,350.0,2092.68,Dehiwala,Synthetic rule-based generation calibrated to Sri Lankan public price references,2026-08-20,Synthetic prototype record
SYN-0726,,photocopy,5,A3,,,copy paper,80.0,black and white,double-sided,1.0,none,standard,delivery,188.58,0.0,350.0,536.69,Kalutara,Synthetic rule-based generation calibrated to Sri Lankan public price references,2026-08-20,Synthetic prototype record
SYN-0727,,photocopy,500,A4,,,copy paper,80.0,full colour,double-sided,1.0,none,urgent (1-2 days),self-collection,28396.85,0.0,0.0,32485.99,Nugegoda,Synthetic rule-based generation calibrated to Sri Lankan public price references,2026-08-20,Synthetic prototype record
SYN-0728,,document printout,2,Legal,,,copy paper,80.0,black and white,single-sided,20.0,none,standard,self-collection,627.87,0.0,0.0,621.59,Galle,Synthetic rule-based generation calibrated to Sri Lankan public price references,2026-08-20,Synthetic prototype record
SYN-0729,,lamination,25,4R,,,laminating film,,,double-sided,1.0,cold lamination,standard,self-collection,0.0,610.19,0.0,610.19,Gampaha,Synthetic rule-based generation calibrated to Sri Lankan public price references,2026-08-20,Synthetic prototype record
SYN-0730,,photocopy,100,A4,,,copy paper,80.0,full colour,single-sided,1.0,none,standard,self-collection,3804.19,0.0,0.0,4032.44,Colombo,Synthetic rule-based generation calibrated to Sri Lankan public price references,2026-08-20,Synthetic prototype record
SYN-0731,,photocopy,5,A3,,,copy paper,80.0,black and white,single-sided,1.0,none,urgent (1-2 days),self-collection,107.22,0.0,0.0,122.66,Nugegoda,Synthetic rule-based generation calibrated to Sri Lankan public price references,2026-08-20,Synthetic prototype record
SYN-0732,,document printout,50,A4,,,copy paper,80.0,black and white,single-sided,50.0,none,standard,self-collection,19934.69,0.0,0.0,21130.77,Colombo,Synthetic rule-based generation calibrated to Sri Lankan public price references,2026-08-20,Synthetic prototype record
SYN-0733,,photocopy,250,A3,,,copy paper,80.0,black and white,single-sided,1.0,none,standard,delivery,3545.29,0.0,350.0,3859.84,Kalutara,Synthetic rule-based generation calibrated to Sri Lankan public price references,2026-08-20,Synthetic prototype record
SYN-0734,,photo printing,6,8R,,,matte photo paper,230.0,full colour,single-sided,1.0,matte finish,standard,delivery,1848.39,0.0,350.0,2309.29,Colombo,Synthetic rule-based generation calibrated to Sri Lankan public price references,2026-08-20,Synthetic prototype record
SYN-0735,,document printout,5,A5,,,copy paper,80.0,black and white,single-sided,1.0,none,rush (same/next day),self-collection,43.13,0.0,0.0,51.24,Galle,Synthetic rule-based generation calibrated to Sri Lankan public price references,2026-08-20,Synthetic prototype record
SYN-0736,,photocopy,250,A4,,,copy paper,80.0,black and white,single-sided,1.0,none,standard,self-collection,2506.47,0.0,0.0,2531.54,Kandy,Synthetic rule-based generation calibrated to Sri Lankan public price references,2026-08-20,Synthetic prototype record
SYN-0737,,photocopy,100,A3,,,copy paper,80.0,black and white,single-sided,1.0,none,standard,self-collection,1231.54,0.0,0.0,1243.86,Kandy,Synthetic rule-based generation calibrated to Sri Lankan public price references,2026-08-20,Synthetic prototype record
SYN-0738,,photocopy,500,Legal,,,copy paper,80.0,full colour,single-sided,1.0,none,standard,delivery,26503.18,0.0,350.0,26588.14,Kalutara,Synthetic rule-based generation calibrated to Sri Lankan public price references,2026-08-20,Synthetic prototype record
SYN-0739,,lamination,10,A3,,,laminating film,,,single-sided,1.0,lamination,rush (same/next day),self-collection,0.0,542.76,0.0,644.79,Kalutara,Synthetic rule-based generation calibrated to Sri Lankan public price references,2026-08-20,Synthetic prototype record
SYN-0740,,photocopy,1,Legal,,,copy paper,80.0,black and white,single-sided,1.0,none,standard,island-wide courier,19.28,0.0,650.0,668.89,Kurunegala,Synthetic rule-based generation calibrated to Sri Lankan public price references,2026-08-20,Synthetic prototype record
SYN-0741,,spiral binding,1,A3,,,copy paper,80.0,,,300.0,spiral binding,standard,island-wide courier,0.0,271.97,650.0,927.41,Maharagama,Synthetic rule-based generation calibrated to Sri Lankan public price references,2026-08-20,Synthetic prototype record
SYN-0742,,photocopy,500,A4,,,copy paper,80.0,black and white,single-sided,1.0,none,standard,self-collection,4616.24,0.0,0.0,4570.08,Galle,Synthetic rule-based generation calibrated to Sri Lankan public price references,2026-08-20,Synthetic prototype record
SYN-0743,,document printout,2,A3,,,copy paper,80.0,full colour,single-sided,2.0,none,urgent (1-2 days),self-collection,340.4,0.0,0.0,389.42,Dehiwala,Synthetic rule-based generation calibrated to Sri Lankan public price references,2026-08-20,Synthetic prototype record
SYN-0744,,document printout,50,A4,,,copy paper,80.0,black and white,double-sided,100.0,none,rush (same/next day),self-collection,50100.05,0.0,0.0,60721.26,Negombo,Synthetic rule-based generation calibrated to Sri Lankan public price references,2026-08-20,Synthetic prototype record
SYN-0745,,photocopy,1,A3,,,copy paper,80.0,black and white,single-sided,1.0,none,standard,self-collection,21.45,0.0,0.0,21.24,Kalutara,Synthetic rule-based generation calibrated to Sri Lankan public price references,2026-08-20,Synthetic prototype record
SYN-0746,,lamination,5,A4,,,laminating film,,,double-sided,1.0,lamination,standard,self-collection,0.0,153.32,0.0,159.46,Dehiwala,Synthetic rule-based generation calibrated to Sri Lankan public price references,2026-08-20,Synthetic prototype record
SYN-0747,,photocopy,250,A4,,,copy paper,80.0,black and white,single-sided,1.0,none,standard,self-collection,2744.84,0.0,0.0,2799.74,Maharagama,Synthetic rule-based generation calibrated to Sri Lankan public price references,2026-08-20,Synthetic prototype record
SYN-0748,,document printout,50,A3,,,copy paper,80.0,black and white,single-sided,5.0,none,standard,delivery,5307.23,0.0,350.0,5763.37,Maharagama,Synthetic rule-based generation calibrated to Sri Lankan public price references,2026-08-20,Synthetic prototype record
SYN-0749,,photocopy,50,A5,,,copy paper,80.0,black and white,double-sided,1.0,none,standard,self-collection,389.61,0.0,0.0,393.5,Negombo,Synthetic rule-based generation calibrated to Sri Lankan public price references,2026-08-20,Synthetic prototype record
SYN-0750,,lamination,1,A5,,,laminating film,,,single-sided,1.0,lamination,standard,self-collection,0.0,20.22,0.0,21.03,Dehiwala,Synthetic rule-based generation calibrated to Sri Lankan public price references,2026-08-20,Synthetic prototype record
SYN-0751,,photocopy,100,A4,,,copy paper,80.0,full colour,single-sided,1.0,none,rush (same/next day),island-wide courier,3820.87,0.0,650.0,5189.19,Galle,Synthetic rule-based generation calibrated to Sri Lankan public price references,2026-08-20,Synthetic prototype record
SYN-0752,,spiral binding,3,A4,,,copy paper,80.0,,,50.0,spiral binding,standard,self-collection,0.0,256.95,0.0,251.82,Kurunegala,Synthetic rule-based generation calibrated to Sri Lankan public price references,2026-08-20,Synthetic prototype record
SYN-0753,,spiral binding,2,A4,,,copy paper,80.0,,,100.0,spiral binding,standard,delivery,0.0,212.51,350.0,566.76,Maharagama,Synthetic rule-based generation calibrated to Sri Lankan public price references,2026-08-20,Synthetic prototype record
SYN-0754,,lamination,1,A4,,,laminating film,,,double-sided,1.0,lamination,standard,self-collection,0.0,31.71,0.0,32.03,Kandy,Synthetic rule-based generation calibrated to Sri Lankan public price references,2026-08-20,Synthetic prototype record
SYN-0755,,lamination,1,A4,,,laminating film,,,double-sided,1.0,lamination,urgent (1-2 days),self-collection,0.0,28.12,0.0,30.62,Kalutara,Synthetic rule-based generation calibrated to Sri Lankan public price references,2026-08-20,Synthetic prototype record
SYN-0756,,photo printing,20,4R,,,gloss photo paper,230.0,full colour,single-sided,1.0,gloss finish,urgent (1-2 days),self-collection,1534.44,0.0,0.0,1755.4,Nugegoda,Synthetic rule-based generation calibrated to Sri Lankan public price references,2026-08-20,Synthetic prototype record
SYN-0757,,photocopy,500,A4,,,copy paper,80.0,black and white,single-sided,1.0,none,standard,self-collection,5904.73,0.0,0.0,5786.63,Kurunegala,Synthetic rule-based generation calibrated to Sri Lankan public price references,2026-08-20,Synthetic prototype record
SYN-0758,,photocopy,100,A4,,,copy paper,80.0,black and white,double-sided,1.0,none,standard,island-wide courier,2021.44,0.0,650.0,2792.73,Colombo,Synthetic rule-based generation calibrated to Sri Lankan public price references,2026-08-20,Synthetic prototype record
SYN-0759,,photo printing,1,10x15,,,matte photo paper,230.0,full colour,single-sided,1.0,matte finish,standard,self-collection,843.19,0.0,0.0,851.62,Negombo,Synthetic rule-based generation calibrated to Sri Lankan public price references,2026-08-20,Synthetic prototype record
SYN-0760,,document printout,50,A4,,,copy paper,80.0,black and white,single-sided,10.0,none,standard,self-collection,5127.37,0.0,0.0,5332.46,Nugegoda,Synthetic rule-based generation calibrated to Sri Lankan public price references,2026-08-20,Synthetic prototype record
SYN-0761,,lamination,10,4R,,,laminating film,,,single-sided,1.0,cold lamination,rush (same/next day),island-wide courier,0.0,192.64,650.0,883.48,Negombo,Synthetic rule-based generation calibrated to Sri Lankan public price references,2026-08-20,Synthetic prototype record
SYN-0762,,lamination,5,A4,,,laminating film,,,double-sided,1.0,cold lamination,standard,island-wide courier,0.0,175.0,650.0,826.75,Kandy,Synthetic rule-based generation calibrated to Sri Lankan public price references,2026-08-20,Synthetic prototype record
SYN-0763,,photocopy,100,Legal,,,copy paper,80.0,black and white,single-sided,1.0,none,standard,self-collection,1148.93,0.0,0.0,1125.95,Kurunegala,Synthetic rule-based generation calibrated to Sri Lankan public price references,2026-08-20,Synthetic prototype record
SYN-0764,,photocopy,50,A3,,,copy paper,80.0,black and white,single-sided,1.0,none,standard,delivery,753.28,0.0,350.0,1148.48,Colombo,Synthetic rule-based generation calibrated to Sri Lankan public price references,2026-08-20,Synthetic prototype record
SYN-0765,,photocopy,500,A3,,,copy paper,80.0,black and white,double-sided,1.0,none,standard,self-collection,12625.53,0.0,0.0,12499.28,Galle,Synthetic rule-based generation calibrated to Sri Lankan public price references,2026-08-20,Synthetic prototype record
SYN-0766,,photo printing,20,4R,,,gloss photo paper,230.0,full colour,single-sided,1.0,gloss finish,standard,island-wide courier,1502.88,0.0,650.0,2152.88,Gampaha,Synthetic rule-based generation calibrated to Sri Lankan public price references,2026-08-20,Synthetic prototype record
SYN-0767,,spiral binding,5,A4,,,copy paper,80.0,,,300.0,spiral binding,standard,delivery,0.0,988.07,350.0,1328.19,Galle,Synthetic rule-based generation calibrated to Sri Lankan public price references,2026-08-20,Synthetic prototype record
SYN-0768,,lamination,100,A5,,,laminating film,,,single-sided,1.0,cold lamination,standard,self-collection,0.0,2095.52,0.0,2137.43,Maharagama,Synthetic rule-based generation calibrated to Sri Lankan public price references,2026-08-20,Synthetic prototype record
SYN-0769,,photocopy,20,A4,,,copy paper,80.0,black and white,double-sided,1.0,none,standard,self-collection,332.46,0.0,0.0,352.4,Colombo,Synthetic rule-based generation calibrated to Sri Lankan public price references,2026-08-20,Synthetic prototype record
SYN-0770,,document printout,5,A4,,,copy paper,80.0,black and white,double-sided,200.0,none,urgent (1-2 days),self-collection,10327.79,0.0,0.0,11815.0,Nugegoda,Synthetic rule-based generation calibrated to Sri Lankan public price references,2026-08-20,Synthetic prototype record
SYN-0771,,document printout,2,A4,,,copy paper,80.0,black and white,single-sided,5.0,none,urgent (1-2 days),self-collection,134.87,0.0,0.0,146.87,Galle,Synthetic rule-based generation calibrated to Sri Lankan public price references,2026-08-20,Synthetic prototype record
SYN-0772,,lamination,5,A5,,,laminating film,,,single-sided,1.0,lamination,standard,delivery,0.0,94.97,350.0,444.02,Kalutara,Synthetic rule-based generation calibrated to Sri Lankan public price references,2026-08-20,Synthetic prototype record
SYN-0773,,spiral binding,10,A3,,,copy paper,80.0,,,250.0,spiral binding,standard,self-collection,0.0,2176.71,0.0,2198.47,Negombo,Synthetic rule-based generation calibrated to Sri Lankan public price references,2026-08-20,Synthetic prototype record
SYN-0774,,document printout,50,A4,,,copy paper,80.0,black and white,double-sided,5.0,none,standard,self-collection,2262.82,0.0,0.0,2353.34,Nugegoda,Synthetic rule-based generation calibrated to Sri Lankan public price references,2026-08-20,Synthetic prototype record
SYN-0775,,photocopy,20,A4,,,copy paper,80.0,full colour,single-sided,1.0,none,standard,self-collection,676.78,0.0,0.0,703.86,Nugegoda,Synthetic rule-based generation calibrated to Sri Lankan public price references,2026-08-20,Synthetic prototype record
SYN-0776,,document printout,2,A4,,,copy paper,80.0,black and white,double-sided,200.0,none,standard,self-collection,4521.08,0.0,0.0,4430.66,Kurunegala,Synthetic rule-based generation calibrated to Sri Lankan public price references,2026-08-20,Synthetic prototype record
SYN-0777,,photocopy,10,A4,,,copy paper,80.0,black and white,single-sided,1.0,none,urgent (1-2 days),self-collection,133.56,0.0,0.0,152.8,Dehiwala,Synthetic rule-based generation calibrated to Sri Lankan public price references,2026-08-20,Synthetic prototype record
SYN-0778,,photocopy,250,Legal,,,copy paper,80.0,black and white,single-sided,1.0,none,standard,self-collection,3298.81,0.0,0.0,3430.76,Dehiwala,Synthetic rule-based generation calibrated to Sri Lankan public price references,2026-08-20,Synthetic prototype record
SYN-0779,,spiral binding,3,A4,,,copy paper,80.0,,,50.0,spiral binding,urgent (1-2 days),delivery,0.0,238.77,350.0,610.03,Kalutara,Synthetic rule-based generation calibrated to Sri Lankan public price references,2026-08-20,Synthetic prototype record
SYN-0780,,document printout,20,A4,,,copy paper,80.0,black and white,double-sided,2.0,none,standard,self-collection,447.11,0.0,0.0,456.05,Maharagama,Synthetic rule-based generation calibrated to Sri Lankan public price references,2026-08-20,Synthetic prototype record
SYN-0781,,photocopy,1000,Legal,,,copy paper,80.0,black and white,single-sided,1.0,none,standard,delivery,14485.94,0.0,350.0,14546.23,Kurunegala,Synthetic rule-based generation calibrated to Sri Lankan public price references,2026-08-20,Synthetic prototype record
SYN-0782,,document printout,20,Legal,,,copy paper,80.0,black and white,single-sided,50.0,none,urgent (1-2 days),self-collection,11689.43,0.0,0.0,12986.95,Kandy,Synthetic rule-based generation calibrated to Sri Lankan public price references,2026-08-20,Synthetic prototype record
SYN-0783,,photo printing,1,4R,,,gloss photo paper,230.0,full colour,single-sided,1.0,gloss finish,urgent (1-2 days),island-wide courier,124.87,0.0,650.0,785.99,Galle,Synthetic rule-based generation calibrated to Sri Lankan public price references,2026-08-20,Synthetic prototype record
SYN-0784,,photocopy,100,A4,,,copy paper,80.0,black and white,single-sided,1.0,none,standard,self-collection,696.51,0.0,0.0,682.58,Kurunegala,Synthetic rule-based generation calibrated to Sri Lankan public price references,2026-08-20,Synthetic prototype record
SYN-0785,,document printout,5,A4,,,copy paper,80.0,black and white,single-sided,1.0,none,standard,delivery,71.04,0.0,350.0,421.75,Kandy,Synthetic rule-based generation calibrated to Sri Lankan public price references,2026-08-20,Synthetic prototype record
SYN-0786,,document printout,10,A3,,,copy paper,80.0,black and white,double-sided,1.0,none,standard,delivery,224.43,0.0,350.0,572.19,Kalutara,Synthetic rule-based generation calibrated to Sri Lankan public price references,2026-08-20,Synthetic prototype record
SYN-0787,,photocopy,1000,A4,,,copy paper,80.0,full colour,single-sided,1.0,none,standard,self-collection,28144.35,0.0,0.0,27862.9,Galle,Synthetic rule-based generation calibrated to Sri Lankan public price references,2026-08-20,Synthetic prototype record
SYN-0788,,spiral binding,1,A4,,,copy paper,80.0,,,100.0,spiral binding,standard,delivery,0.0,95.47,350.0,446.42,Negombo,Synthetic rule-based generation calibrated to Sri Lankan public price references,2026-08-20,Synthetic prototype record
SYN-0789,,lamination,5,A3,,,laminating film,,,double-sided,1.0,lamination,standard,self-collection,0.0,334.62,0.0,354.7,Colombo,Synthetic rule-based generation calibrated to Sri Lankan public price references,2026-08-20,Synthetic prototype record
